FID	IID	Cadmium_Chloride	Caffeine	Calcium_Chloride	Cisplatin	Cobalt_Chloride	Congo_red	Copper	Cycloheximide	Diamide	E6_Berbamine	Ethanol	Formamide	Galactose	Hydrogen_Peroxide	Hydroquinone	Hydroxyurea	Indoleacetic_Acid	Lactate	Lactose	Lithium_Chloride	Magnesium_Chloride	Magnesium_Sulfate	Maltose	Mannose	Menadione	Neomycin	Paraquat	Raffinose	SDS	Sorbitol	Trehalose	Tunicamycin	x4-Hydroxybenzaldehyde	x4NQO	x5-Fluorocytosine	x5-Fluorouracil	x6-Azauracil	Xylose	YNB	YNB:ph3	YNB:ph8	YPD	YPD:15C	YPD:37C	YPD:4C	Zeocin
A01	01	-7.32351970578731	0.279992827000249	0.313118165836545	1.65817907082079	-1.60444210190495	5.84161725611811	-4.13094977046224	0.821226166664529	3.62260156257758	-0.378746805086589	-0.6449544101999	0.736772421684145	1.46869950807288	4.25247880427656	-0.439429122584143	0.471260934436784	-0.502023574403563	-0.0196386553492135	-0.520403819717771	-3.04250228422253	-0.239535833991348	3.24339670861968	-3.94506679134117	2.13462934930907	2.02778180052776	-10.930132784538	1.5331378908103	-0.768634428150619	0.718639222878471	NA	-0.734761808299035	0.760529220008652	-0.756192366531865	2.09460844047308	0.20839083641332	1.39503843403223	1.19905393883646	-0.309148758204671	17.470821887375	0.055225386257017	-0.184268373327551	24.5489707854467	0.712171057826513	0.890841948461777	4.11837231021474	8.59281835912838
A01	02	-8.09823582391425	-0.206326076018097	-0.534843782803465	-0.918011723216776	0.892197592923579	-1.61817232545715	1.13194737114694	-0.764735687307454	-2.94627867266571	-2.47519275599105	-0.203037737638922	-0.661085887535845	1.74459605348331	-3.83556423753907	-0.120208249207331	-1.99993926169807	-1.09816332010706	0.649474778852619	-0.586994384784721	2.64012099474669	-0.308361579587721	-1.14413156235224	-5.39735154446785	0.319899854554594	-1.72754411262877	5.08769611065373	-0.691267578117329	2.46423743955996	-0.706985029180143	NA	-0.3904578652155	-0.598586077448249	2.3069619915968	-3.57657131625641	-0.53930290771097	0.631594704977842	0.44318172585355	0.697908024887215	18.0529250220805	0.28346211824195	1.66220146506514	26.808475766906	-1.52249804709209	0.0060616411700553	0.0665150029109814	-4.22047646027812
A01	03	7.60571968260057	-0.127959825210201	-0.311102424494903	-2.71208771814523	3.30170896783043	-6.68057086831086	-1.1380560417896	-3.38253219562347	-3.15786565510797	-4.1786162533205	-0.100542430759047	0.203810328263511	2.12805734296451	2.03344588935066	5.5106793184179	-3.32468966255627	-0.402898089575131	0.509507778291534	0.840991765982733	3.97200822724819	-0.170593613876469	-0.318009696467848	4.18990132000911	1.54069376631801	-0.380558416106621	0.414983516725259	-0.677408328798431	-0.794139490355953	-0.917931448434856	NA	1.39509084824563	-3.27770413616272	0.419058915009309	2.69769991354085	2.68531589831138	1.06922250095381	1.47262908032088	1.47432877370258	18.1637816445279	-0.951379256497863	0.369565387803285	26.1839749901266	1.08228917476093	1.72315728752031	5.71408802716685	-6.50651895156228
A01	04	-6.1476487010431	0.878392426706617	-0.563331259694695	-0.827358450943208	-1.29127021116612	2.75385064785877	-2.26812110951436	0.86745589074177	-6.83207934402928	-1.97063044123249	-1.72876738464063	0.778726157604311	-0.831582038016768	4.4612681674793	-1.9592895979574	-1.20809545459335	1.00819738185632	-1.0595260819816	-1.69773349427331	0.691620555906354	-0.804803971372589	-1.60415989359541	2.08106639347748	-1.99364172636366	0.978465387976704	-7.28321158154202	-0.564893983859503	-1.01338422664058	-2.13584754101293	NA	-0.386476306705304	-5.10346175048808	0.162289982689649	1.53817423352609	-1.38079366524838	-2.28621219066094	0.0546938144520215	-0.739039880017962	15.5758556905444	-1.69086658070682	-0.840344071963798	20.8936456312619	-0.636279775981868	0.0532581731273459	-3.19693576397897	0.294461727461122
A01	05	9.37905952679514	-1.35316934256225	0.405203901198778	-1.13723406189622	4.26028588185	-7.39121625037195	-3.22274184002908	1.58637588636747	1.04839092259107	-3.97173042590091	0.815288729929804	-0.221059020084337	2.01943952418902	2.70026083297687	-3.95528464546688	-1.5170205109529	-0.335695872280427	0.352880804012203	-0.186945498956858	-0.785727796425232	0.523150285540708	-0.858204362501873	1.05309068853806	0.450747062227865	-0.0600906025761815	-12.1085460302293	-0.686114766543106	-2.27623070824304	-1.05115794520366	NA	0.803031288963178	-4.89952016562762	-2.25458019575829	4.79574599332378	1.94699314220234	1.74076243300259	0.267462545857883	0.959137975571812	17.8084444888731	0.127621349185912	1.96726659222247	28.6215071568609	-3.72099906372591	-0.768723704408779	-4.00278643789748	7.04557485472702
A01	06	9.39456152151461	1.65543601155822	0.53165360758293	-2.0449026308428	1.57732456202596	-5.76993910934721	1.35590528097313	2.33606782693361	4.03833101139462	-2.91710093129636	-0.425771573197558	0.432131809842029	0.635457674573424	1.29639883850395	-0.311993010609323	-7.75558289688521	-0.433732375911655	1.61208390955717	1.44899776216821	4.2363270020958	0.191610856518701	-1.26954202327147	2.36604069277465	0.79803219416844	1.54930605404592	-0.443580554212623	2.69472497038306	-0.436542463085105	-0.190709610154256	NA	-0.112063807579344	2.66289720872507	-2.25076003351734	-4.48305873234301	-4.32873295015373	-3.34120735645037	0.591232990100596	-0.134018719046543	16.0856014033813	-0.100293685089583	0.710547462749928	23.5491158453965	-2.68023130098507	2.02571630780641	-0.889829410510255	-4.10878649158052
A01	07	-7.22997241979277	-1.42360530397783	-0.00754598684381254	-1.71424305060352	0.954948018710393	2.11149505085808	0.590066589477622	1.41525227512684	-4.86130900694187	-4.08221624917574	1.19632738042084	0.377827607120866	0.0797537744368018	1.0084371497356	-1.40954881035156	-2.88728408666125	1.3737574774259	-0.428746576016816	-0.931617710040441	-1.40708018033971	0.00801855693533494	-1.307409221495	0.962588871352208	-0.0147633254144956	-1.55067131578905	6.05847717674417	-0.645243662518265	-0.917695318841578	-0.353361949147173	NA	0.309995367009601	0.266609567848292	-0.712060217515054	-8.06140255818203	1.29843437469213	2.18233474120906	-0.330838819776599	0.294128265676695	16.4724482831848	-0.612281439248018	-0.242591000346454	23.9016290894328	-1.83415219424366	-3.48739032309293	3.61804824854327	-0.0351416378480785
A01	08	-7.58547633704237	1.75034183470112	0.941181304275732	0.306305768705154	-2.99750072606416	0.0630071899292743	-4.35213699007858	2.63460454981969	3.14714601694555	8.29288303269787	-2.1099100720173	0.389557273016784	-0.940078594164969	0.781357616957007	-2.07613863945778	-1.75618625885988	-0.466061599468358	-0.913117125696665	-0.724277442280079	-2.78974436229834	0.393992582063726	-1.27661664502633	-0.424312975823852	-0.500962159452572	0.0209038020257785	-0.518236107360518	-0.732776260655336	-1.85194667929775	0.283741970683697	NA	-0.60970787384659	0.837534493563645	-3.85003503837405	2.09171485308776	0.44996976807171	-0.781403132184328	0.0432935205619172	-0.826648385146624	16.2108560760312	NA	-0.538389587256227	23.5954231363765	-1.44902416073729	1.67969258714496	-2.22745468187477	-5.77316049846029
A01	09	-7.89098174031677	-0.55969587313713	-1.39693706977839	-0.879233350421347	-1.0447980998966	-6.21487279849649	0.211403682835335	-0.00641998295905094	-9.47014614005054	-4.48068494739339	-0.107790735960109	-0.194291091774057	-0.452839810602895	-1.43492413284584	-0.516161604094861	-1.14494164263384	-0.180442629348148	-0.724658787687921	-0.482957525565737	5.57934259291791	-0.231057804475309	-1.28406956087645	-1.11841878501372	-1.45093898650562	0.950587669735796	6.90896237445149	7.13256123853781	-1.28221667411049	-1.99976492402791	NA	-0.767774471211013	0.388817826903643	-0.341277951586514	3.49017432201492	1.07550432881381	0.0295647737022802	-0.0484970427590434	-0.483112937367461	15.1617602675682	-0.0355346598951186	-0.398174337224151	22.6933409463362	-1.58051210836386	-1.32056667052523	-4.86330163589563	9.02478187517099
A01	10	-8.1441306562098	-2.78732802734834	-1.11171058564048	-0.239610742640593	-2.93353289243063	1.23160396685208	1.39704260306675	2.40505569867839	8.53233462064132	14.3556840315019	-0.266220429011115	-0.517897804942476	-0.316355406568143	3.13572912241895	1.0261170891992	-1.53514699165249	-0.794823987835183	0.267525888391209	-0.207050884281182	1.04427220787849	-0.0464632784190354	-1.42768102406694	2.85192291852194	-0.0654540189887464	-1.73292471760958	-9.52440113370992	-1.83555776332041	-0.346958540192114	-0.405940293294493	NA	-0.749612898916023	-1.55381530933618	-2.60832042038101	3.52125412114015	-1.02885691076801	-0.622061983131499	0.685319142526935	-0.594544472882133	16.3884513124473	-0.742848558217835	-0.427930282513551	23.6977326139474	-2.96786421521915	-1.55370751879541	-5.31415545878239	-1.22956485107484
